date,cell,configuration,nav_pre,gamma_risk_spec,gamma_risk_used,gamma_risk_recovered,te_multiplier_first_pass,te_multiplier,information_ratio,information_ratio_without_identity,cos_theta,psi_unit,ledoit_wolf_intensity,forecast_volatility,te_attainment,turnover,trading_cost_priced,status,rung,attempt,relaxed,fell_back,at_lower_bound,largest_weight,effective_assets,term_alpha,term_misalignment,term_trading_cost,adv_participation_binding,adv_participation_multiplier,adv_participation_value,adv_participation_violation,position_box_binding,position_box_multiplier,position_box_value,position_box_violation,turnover_binding,turnover_multiplier,turnover_value,turnover_violation,tracking_error_binding,tracking_error_multiplier,tracking_error_value,tracking_error_violation,stress_volatility,w_commodity,w_dev_ex_us_equity,w_em_equity,w_gold,w_govt_10y,w_govt_2y,w_govt_30y,w_govt_5y,w_hy_credit,w_ig_credit,w_tips_10y,w_us_large_equity,w_us_small_equity,resolve_l1,resolve_status,resolve_te_ratio,resolve_objective_gap,resolve_verdict,band
2010-03-31,4D,eigenfactor_a1.0/time_varying/patient,8810458.388,78.27418496,4.894413425,4.796544147,0.2205069189,0.2160976361,3.526469437,3.645775271,0.9071744134,0.002161801447,,0.02252639002,1.000000057,0.09344763855,2.089004469e-05,optimal,0,CLARABEL,,False,10,0.5313885175,2.530490422,0.0066469429,4.552081307e-05,2.089004469e-05,False,,0.004042005021,0,False,6.163189903e-11,0.5313885175,0,False,1.517227854e-11,0.09344763855,0,True,0.2160976361,0.02252639002,0,0.004087559469,0,8.202778722e-10,3.802655302e-09,0.1955228207,1.100998689e-08,4.27444377e-09,2.156246955e-10,9.490970054e-09,0.5313885175,0.2730886014,7.810248667e-09,4.387819588e-09,1.858428915e-08,,,,,,reference
2010-04-30,4D,eigenfactor_a1.0/time_varying/patient,9062257.573,84.86499271,5.825068817,5.850352819,0.2624355292,0.2635746437,3.823403632,3.921994151,0.9455766079,0.002517097234,,0.02252638982,1.000000048,0.3011514056,8.484783477e-05,optimal,0,CLARABEL,,False,9,0.556354708,2.457523088,0.006539437672,1.839862744e-05,8.484783477e-05,False,,0.004562063034,0,False,6.863815494e-11,0.556354708,0,False,1.794161364e-11,0.3011514056,0,True,0.2635746437,0.02252638982,0,0.003865410819,2.655966068e-10,1.930464351e-09,1.030924706e-08,0.04954461179,7.87248995e-09,5.48206503e-09,1.953936504e-10,7.806320594e-09,0.556354708,0.2899774214,5.965264701e-09,1.480705934e-08,0.1041232042,,,,,,reference
2010-05-28,4D,eigenfactor_a1.0/time_varying/patient,8733962.325,106.6638119,7.434057133,7.274371271,0.3349249218,0.3277306301,4.80550098,4.996258847,0.8263020368,0.004192702972,,0.02252639153,1.000000124,0.484285186,0.0004179080344,optimal,0,CLARABEL,,False,8,0.3080907079,4.206054589,0.005024167659,5.9996398e-05,0.0004179080344,False,,0.03534408539,0,False,8.885233073e-11,0.3080907079,0,False,4.587013126e-11,0.484285186,0,True,0.3277306301,0.02252639153,0,0.007356694737,0,3.649037213e-11,2.246392607e-09,0.1487568904,0.09077248318,1.248440123e-08,8.150886147e-09,4.143558012e-08,0.3080907079,0.2973962799,2.947332555e-07,1.027883893e-08,0.1549832692,,,,,,reference
2010-06-30,4D,eigenfactor_a1.0/time_varying/patient,8804382.39,51.69591915,7.153462648,6.422327746,0.3222833608,0.2893437028,2.329044742,2.974786512,0.8028300911,0.005257737032,,0.02252639103,1.000000102,1.095488959,0.0008201457199,optimal,0,CLARABEL,,False,10,0.4299833257,2.782993939,0.009754824552,0.0001718859162,0.0008201457199,False,,0.0554615479,0,False,1.007620856e-10,0.4299833257,0,False,6.357659121e-11,1.095488959,0,True,0.2893437028,0.02252639103,0,0.00545293054,0,3.448737751e-10,2.926326841e-09,0.4299833257,0.3624048305,1.315044831e-08,1.889452024e-08,6.256595834e-08,0.2076110089,6.434611579e-07,3.190853507e-08,5.942633394e-09,5.57262133e-08,,,,,,reference
2010-07-30,4D,eigenfactor_a1.0/time_varying/patient,8733856.593,66.95822747,6.334184961,5.917954253,0.2853726255,0.2666202761,3.016654122,3.743718388,0.8502823771,0.004420066535,,0.0225263896,1.000000039,0.192861995,9.399551866e-05,optimal,0,CLARABEL,,False,9,0.4214946188,2.862223699,0.01036017133,0.0001226606907,9.399551866e-05,False,,0.01019364287,0,False,3.66404735e-11,0.4214946188,0,False,1.190166378e-11,0.192861995,0,True,0.2666202761,0.0225263896,0,0.005047560318,0,1.652695907e-10,1.718196103e-09,0.3832505762,0.4214946188,2.325596104e-09,0.04387898639,6.737998645e-09,0.1513757527,4.541661507e-08,5.766742216e-09,9.886981318e-10,2.83871608e-09,,,,,,reference
2010-08-31,4D,eigenfactor_a1.0/time_varying/patient,9179678.566,111.197005,0.5238518989,0.5045162415,0.02360098303,0.02272985796,5.009733922,5.310991631,0.6188778834,0.0002826898548,,0.02252638892,1.000000008,0.5197207765,0.0008817191886,optimal,0,CLARABEL,,False,9,0.423833289,3.404849595,0.004635050569,2.408327888e-05,0.0008817191886,False,,0.002731240762,0,False,1.597002116e-11,0.423833289,0,False,6.420137188e-12,0.5197207765,0,True,0.02272985796,0.02252638892,0,0.003773785076,0,5.958075539e-10,0.239321713,0.1737571875,0.423833289,1.352708442e-10,2.144438114e-09,1.215282296e-09,0.1630877986,4.254748561e-09,1.022289045e-09,6.958754786e-10,1.790125393e-09,,,,,,reference
2010-09-30,4D,eigenfactor_a1.0/time_varying/patient,9548796.093,109.4829818,4.789038721,4.760052779,0.2157594958,0.2144535986,4.932512418,5.631282537,0.8730737874,0.002899582602,,0.0225263891,1.000000016,0.5286628077,0.0004389094945,optimal,0,CLARABEL,,False,8,0.570801935,2.630819407,0.009559170902,9.21741633e-05,0.0004389094945,False,,0.0333747945,0,False,2.091160707e-11,0.570801935,0,False,6.163522517e-12,0.5286628077,0,True,0.2144535986,0.0225263891,0,0.003995853866,6.472027514e-11,4.226578965e-10,0.04736212061,0.1750175666,0.570801935,5.054259713e-10,0.09930895235,1.407535309e-09,0.1075094101,1.084176858e-08,1.358554274e-09,4.032701458e-10,3.887035367e-10,,,,,,reference
2010-10-29,4D,eigenfactor_a1.0/time_varying/patient,9484822.277,169.3268545,2.894797091,2.893446118,0.1304186492,0.1303577841,7.628645097,7.938359256,0.4971385268,0.001148048545,,0.02252638972,1.000000044,0.4245473714,0.0001450349863,optimal,0,CLARABEL,,False,9,0.5075737549,2.767348793,0.005979469295,6.313430612e-05,0.0001450349863,False,,0.01400505401,0,False,2.673173384e-11,0.5075737549,0,False,8.359413217e-12,0.4245473714,0,True,0.1303577841,0.02252638972,0,0.005477478003,0,3.083413597e-10,0.2612038163,0.1818163319,0.5075737549,0,0.04940608358,8.117209966e-10,6.205089451e-09,3.516615885e-09,1.334801846e-09,3.387949589e-10,7.319565448e-10,,,,,,reference
2010-11-30,4D,eigenfactor_a1.0/time_varying/patient,9382033.858,148.8466496,7.531654034,7.372276662,0.3393219332,0.3321415399,6.705954984,6.622484838,0.7029772815,0.002373280989,,0.02252639087,1.000000095,0.4839263547,0.0003431851947,optimal,0,CLARABEL,,False,9,0.4168969311,3.441779352,0.004827926317,9.133844051e-05,0.0003431851947,False,,0.02307330643,0,False,6.585463989e-11,0.4168969311,0,False,2.863860861e-11,0.4839263547,0,True,0.3321415399,0.02252639087,0,0.00695371291,9.237480732e-10,2.652876933e-09,0.1540967956,0.2365869422,0.4168969311,2.884976744e-09,6.02836437e-10,9.768958199e-09,0.1924191596,3.798116253e-08,1.043883936e-07,5.552580991e-09,6.816206558e-09,,,,,,reference
2010-12-30,4D,eigenfactor_a1.0/time_varying/patient,9340441.185,115.3693877,8.201955458,7.733864762,0.3695208741,0.3484320881,5.197711352,5.092102604,0.6715662587,0.003032188301,,0.0225263898,1.000000047,0.5897857742,0.0004291542869,optimal,0,CLARABEL,,False,9,0.3615493148,3.414900253,0.005635619686,0.0001910829524,0.0004291542869,False,,0.02319845107,0,False,2.994245428e-11,0.3615493148,0,False,1.368166384e-11,0.5897857742,0,True,0.3484320881,0.0225263898,0,0.004750923811,7.446080741e-10,4.581341686e-10,6.222583831e-09,0.3615493148,0.2665045283,2.587373994e-09,2.901562128e-10,7.075537436e-09,0.2906626047,1.163312077e-08,5.456674406e-08,4.844260719e-09,0.08128346371,,,,,,reference
2011-01-31,4D,eigenfactor_a1.0/time_varying/patient,9148487.505,117.4211047,12.28197684,11.5408414,0.5533371693,0.5199469595,5.290146903,4.824438522,0.9039913803,0.004771337368,,0.02252639008,1.00000006,0.5172202417,0.0002160218518,optimal,0,CLARABEL,,False,8,0.3830051571,3.672848108,0.004777692069,0.0003165462786,0.0002160218518,False,,0.03049452408,0,False,6.140273953e-11,0.3830051571,0,False,2.557988957e-11,0.5172202417,0,True,0.5199469595,0.02252639008,0,0.003046744558,3.76578704e-09,1.790429521e-09,4.836082771e-09,0.2967889117,0.06048006956,1.000509894e-07,3.32640728e-09,3.416592024e-07,0.3830051571,0.1371152386,4.085824904e-08,3.738974591e-08,0.1226100894,,,,,,reference
2011-02-28,4D,eigenfactor_a1.0/time_varying/patient,9438382.962,105.4913399,8.845435658,8.837806309,0.3985114444,0.398167721,4.752677863,4.140306873,0.9734233732,0.0007425804159,,0.02252638978,1.000000046,0.7236907018,0.0001419885612,optimal,0,CLARABEL,,False,7,0.42608515,3.383625663,0.004315995373,8.717994415e-06,0.0001419885612,False,,0.005708552069,0,False,5.838941117e-11,0.42608515,0,False,2.627867589e-11,0.7236907018,0,True,0.398167721,0.02252638978,0,0.003290950278,1.399814596e-08,3.090256376e-09,2.885594038e-09,0.0994101199,0.07018086577,9.580212614e-09,2.025661441e-09,4.399491148e-08,0.42608515,0.09200315685,4.001784535e-08,0.3009843772,0.01133621468,,,,,,reference
2011-03-31,4D,eigenfactor_a1.0/time_varying/patient,9451582.248,130.7480381,10.50435562,10.37225718,0.4732503962,0.4672989947,5.890562266,4.963067354,0.9499783468,0.002045955201,,0.02252638911,1.000000017,0.5309548756,0.0005390507959,optimal,0,CLARABEL,,False,6,0.4570578664,3.350859385,0.005109062064,9.409035367e-05,0.0005390507959,False,,0.008635615643,0,False,2.053218997e-11,0.4570578664,0,False,7.588712581e-12,0.5309548756,0,True,0.4672989947,0.02252638911,0,0.003653661641,0.03972572732,6.542804662e-10,5.158486616e-10,0.266254233,0.03887165348,2.83042016e-09,1.241417784e-09,5.186552023e-09,0.4570578664,0.05148357701,1.803642855e-08,0.1060998315,0.0405070828,,,,,,reference
2011-04-29,4D,eigenfactor_a1.0/time_varying/patient,9816101.585,129.2413895,10.94888175,11.01468765,0.4932775332,0.4962422717,5.82268356,5.077957328,0.9499529705,0.001541969644,,0.02252638974,1.000000045,0.2396691815,0.0001447788,optimal,0,CLARABEL,,False,7,0.4477358823,3.266764679,0.004698154625,8.099381244e-05,0.0001447788,False,,0.003135187517,0,False,4.627851392e-11,0.4477358823,0,False,1.491789578e-11,0.2396691815,0,True,0.4962422717,0.02252638974,0,0.00326946797,0.02501757102,7.094584404e-10,1.265364535e-09,0.2792980446,0.04856827898,8.636614964e-09,7.920661407e-09,2.068963324e-08,0.4477358823,0.05081524365,1.035329738e-07,3.306012264e-08,0.1485648037,,,,,,reference
2011-05-31,4D,eigenfactor_a1.0/time_varying/patient,9754793.139,164.3452644,13.49953536,12.87707285,0.6081915624,0.5801478976,7.404210624,6.679144203,0.9138350195,0.003116494913,,0.02252638959,1.000000038,0.4702024467,0.0001796585565,optimal,0,CLARABEL,,False,8,0.4188357988,3.599821977,0.005813732054,0.0002813126777,0.0001796585565,False,,0.02384374749,0,False,3.465727995e-11,0.4188357988,0,False,1.324411165e-11,0.4702024467,0,True,0.5801478976,0.02252638959,0,0.004330851228,7.222886406e-09,8.720676839e-10,1.068863936e-09,0.4188357988,0.05050353369,6.165140588e-09,8.382811929e-09,1.42999584e-08,0.2398505864,0.1439936758,1.322533832e-07,2.67201699e-08,0.1468162083,,,,,,reference
2011-06-30,4D,eigenfactor_a1.0/time_varying/patient,9589253.432,136.6486396,8.196948291,7.479138121,0.3692952873,0.3369559454,6.156400753,5.815069151,0.6408943772,0.002700873855,,0.02252638921,1.000000021,0.5161332846,0.0002343737262,optimal,0,CLARABEL,,False,9,0.485189101,3.003994381,0.005169407927,0.0003788191277,0.0002343737262,False,,0.02223661625,0,False,1.499448462e-11,0.485189101,0,False,5.204405067e-12,0.5161332846,0,True,0.3369559454,0.02252638921,0,0.003285603617,1.450576382e-09,4.111513375e-10,6.187023886e-10,0.485189101,0.2392925498,1.149974338e-09,6.104166e-08,4.24519028e-09,0.171416053,9.213577145e-08,4.778042263e-09,7.030053627e-09,0.1041021233,,,,,,reference
2011-07-29,4D,eigenfactor_a1.0/time_varying/patient,10057906.8,111.0173847,7.555292675,6.866579272,0.3403869196,0.3093584679,5.00164153,4.709961684,0.8065669297,0.002313078757,,0.02252638965,1.000000041,0.09940496505,1.155919675e-05,optimal,0,CLARABEL,,False,9,0.483439909,3.080155472,0.004809015524,0.0002700743936,1.155919675e-05,False,,0.003688183932,0,False,2.523457423e-11,0.483439909,0,False,7.476647257e-12,0.09940496505,0,True,0.3093584679,0.02252638965,0,0.004726457967,1.579902286e-09,8.590917223e-10,1.391653707e-09,0.483439909,0.2070975509,2.617257379e-09,1.084497259e-09,1.189616322e-08,0.1640017053,7.408276364e-09,1.806430344e-08,1.859060724e-08,0.1454607712,,,,,,reference
2011-08-31,4D,eigenfactor_a1.0/time_varying/patient,10622878.38,124.5118275,12.41145583,10.9844956,0.5591705577,0.4948820357,5.609603659,5.479218077,0.8522865036,0.005225517107,,0.02252639019,1.000000065,0.3462990242,0.0002230952078,optimal,0,CLARABEL,,False,6,0.3780079175,4.118090138,0.006323830881,0.0003600437495,0.0002230952078,False,,0.01982101505,0,False,5.353168619e-11,0.3780079175,0,False,2.032801968e-11,0.3462990242,0,True,0.4948820357,0.02252639019,0,0.0110683141,2.437522023e-08,2.83368883e-09,4.012435714e-09,0.3780079175,0.2099738747,2.284466196e-08,5.913031377e-09,0.01184614659,0.1510409959,0.002446523624,0.158454115,2.256987378e-08,0.08823034418,,,,,,reference
2011-09-30,4D,eigenfactor_a1.0/time_varying/patient,10072162.17,120.2536478,14.92105919,13.87126946,0.6722351594,0.6249392164,5.417760835,5.387285133,0.9143202353,0.008635985315,,0.02252638919,1.00000002,0.6237605496,0.0003039288805,optimal,0,CLARABEL,,False,6,0.4292154377,3.610658574,0.007673106701,0.0001823727235,0.0003039288805,False,,0.05999986541,0,False,2.862526178e-11,0.4292154377,0,False,1.200388527e-11,0.6237605496,0,True,0.6249392164,0.02252638919,0,0.005789136579,3.64322737e-07,1.938221965e-09,1.503030698e-09,0.2397164543,0.4292154377,0.03367378719,1.718265716e-09,0.09116076838,0.1508549738,9.194628116e-09,1.96894241e-08,2.359663135e-06,0.05537582059,,,,,,reference
2011-10-31,4D,eigenfactor_a1.0/time_varying/patient,10206693.55,37.14951395,12.43261584,12.25704726,0.5601238747,0.5522140229,1.673688785,2.407460269,0.9830770315,0.009903128819,,0.0225263889,1.000000007,0.4992592033,0.0003510000185,optimal,0,CLARABEL,,False,7,0.5363158022,2.967591824,0.01091739346,3.445760901e-05,0.0003510000185,False,,0.01264331405,0,False,2.23674149e-11,0.5363158022,0,False,8.912857384e-12,0.4992592033,0,True,0.5522140229,0.0225263889,0,0.006403975861,1.641101132e-09,1.27814193e-09,4.30885392e-10,0.09436145065,0.5363158022,6.248601909e-08,0.05001278035,0.1047346447,0.151688931,7.880203782e-09,6.333452061e-09,0.06288630494,6.019149658e-09,,,,,,reference
2011-11-30,4D,eigenfactor_a1.0/time_varying/patient,10228141.11,103.1661543,9.945548004,9.49398388,0.4480745611,0.4277303431,4.647921793,4.969614205,0.8875376445,0.007890570382,,0.02252638895,1.00000001,0.4340270562,0.0001133675487,optimal,0,CLARABEL,,False,6,0.4177190124,3.988654338,0.005754723339,7.803227059e-05,0.0001133675487,False,,0.05999998032,0,False,1.259531678e-11,0.4177190124,0,False,4.737071118e-12,0.4340270562,0,True,0.4277303431,0.02252638895,0,0.008154355084,7.331486717e-10,4.46420264e-10,2.758095691e-10,0.148634411,0.4177190124,3.216461946e-09,0.09085518802,0.01225831175,0.152842155,0.03149968927,4.69924484e-09,0.1461912218,1.493711647e-09,,,,,,reference
2011-12-30,4D,eigenfactor_a1.0/time_varying/patient,10327066.6,102.9264891,13.02415186,12.45500026,0.5867742154,0.5611323554,4.637124209,5.21269611,0.9207430284,0.009829243718,,0.02252638898,1.000000011,0.3194429253,0.0001635893674,optimal,0,CLARABEL,,False,7,0.4308796692,3.699903679,0.007688063861,9.039547635e-05,0.0001635893674,False,,0.03020952409,0,False,1.926535186e-11,0.4308796692,0,False,6.527806845e-12,0.3194429253,0,True,0.5611323554,0.02252638898,0,0.005280755616,1.803510626e-09,8.099692629e-10,5.199858357e-10,0.1176631576,0.4308796692,4.026839084e-08,0.1231882624,0.06002977441,0.04461983743,3.01921011e-09,4.991920308e-08,0.2236192001,2.543344208e-09,,,,,,reference
2012-01-31,4D,eigenfactor_a1.0/time_varying/patient,10619585.14,96.27829399,11.40839498,11.31392535,0.5139798803,0.5097237613,4.337604555,4.730614002,0.976064981,0.005917795392,,0.02252638912,1.000000017,0.3725060513,0.0002605699807,optimal,0,CLARABEL,,False,9,0.4420446269,3.311853975,0.01004190672,4.447362273e-05,0.0002605699807,False,,0.0352399785,0,False,3.399745736e-11,0.4420446269,0,False,1.203838659e-11,0.3725060513,0,True,0.5097237613,0.02252638912,0,0.003227806416,2.44774686e-09,8.848832172e-10,5.693857552e-10,2.798618491e-09,0.4420446269,7.292668953e-09,0.1557147817,7.422148742e-08,0.1746962726,8.17823164e-09,5.475480158e-08,0.2275441645,3.258275415e-09,,,,,,reference
2012-02-29,4D,eigenfactor_a1.0/time_varying/patient,10638059.05,157.5533043,9.507304118,9.376802018,0.4283304568,0.4224509747,7.09821396,7.594848961,0.8824961901,0.004839689629,,0.02252638902,1.000000012,0.2006286494,6.475220819e-05,optimal,0,CLARABEL,,False,8,0.3586691341,4.033616156,0.006956678324,1.552065006e-05,6.475220819e-05,False,,0.008330342967,0,False,1.542078665e-11,0.3586691341,0,False,6.135545725e-12,0.2006286494,0,True,0.4224509747,0.02252638902,0,0.002732909617,1.198801763e-09,6.355095214e-10,7.699401778e-10,0.06150134348,0.3586691341,1.401307671e-09,0.1880595169,3.008453788e-09,0.1547613815,3.953398185e-09,1.783241952e-08,0.2370085862,9.029286589e-09,,,,,,reference
2012-03-30,4D,eigenfactor_a1.0/time_varying/patient,10442110.69,179.8816615,9.830886454,9.696219239,0.4429087398,0.4368416077,8.104168467,8.143411749,0.7853282729,0.002331610707,,0.02252638929,1.000000024,0.3714036468,0.0001181208351,optimal,0,CLARABEL,,False,7,0.4095861046,3.505284043,0.004939534743,4.182396432e-05,0.0001181208351,False,,0.01004196369,0,False,2.223084909e-11,0.4095861046,0,False,8.065358391e-12,0.3714036468,0,True,0.4368416077,0.02252638929,0,0.004748519072,5.355405353e-09,6.651705152e-10,6.16579764e-10,0.04439271513,0.2616292807,2.180615933e-09,0.2007009229,4.268136877e-09,0.08258407314,3.12842164e-08,0.001106857809,0.4095861046,1.357544756e-09,,,,,,reference
