date,cell,configuration,nav_pre,gamma_risk_spec,gamma_risk_used,gamma_risk_recovered,te_multiplier_first_pass,te_multiplier,information_ratio,information_ratio_without_identity,cos_theta,psi_unit,ledoit_wolf_intensity,forecast_volatility,te_attainment,turnover,trading_cost_priced,status,rung,attempt,relaxed,fell_back,at_lower_bound,largest_weight,effective_assets,term_alpha,term_misalignment,term_trading_cost,position_box_binding,position_box_multiplier,position_box_value,position_box_violation,turnover_binding,turnover_multiplier,turnover_value,turnover_violation,tracking_error_binding,tracking_error_multiplier,tracking_error_value,tracking_error_violation,stress_volatility,w_commodity,w_dev_ex_us_equity,w_em_equity,w_gold,w_govt_10y,w_govt_2y,w_govt_30y,w_govt_5y,w_hy_credit,w_ig_credit,w_tips_10y,w_us_large_equity,w_us_small_equity,resolve_l1,resolve_status,resolve_te_ratio,resolve_objective_gap,resolve_verdict,adv_participation_binding,adv_participation_multiplier,adv_participation_value,adv_participation_violation
2010-09-30,1A,sample_equal_weight/none/patient,9461915.68,105.7750466,5.009617179,5.009617179,0.225697168,0.225697168,4.765459639,5.4477491,1,0,,0.02252638821,0.9999999766,0.7517383048,0,optimal,0,CLARABEL,,False,9,0.7759661041,1.582856158,0.009387864336,0,0,False,2.229419795e-10,0.7759661041,0,False,9.310472581e-10,0.7517383048,0,True,0.225697168,0.02252638821,0,0.003995853866,2.930722338e-09,5.582603204e-09,0.05865860585,0.1618413771,0.7759661041,5.325141649e-09,0.003533824773,9.72135373e-09,1.11168194e-08,3.32232379e-08,9.493118085e-09,5.340997527e-09,5.504411939e-09,,,,,,,,,
2010-10-29,1A,sample_equal_weight/none/patient,9469796.673,168.1646598,3.792632643,3.792632643,0.1708686345,0.1708686345,7.576284999,7.920723661,1,0,,0.02252638867,0.9999999971,0.4121596927,0,optimal,0,CLARABEL,,False,9,0.5634946768,2.429869717,0.005803991553,0,0,False,1.670873192e-11,0.5634946768,0,False,7.944951726e-11,0.4121596927,0,True,0.1708686345,0.02252638867,0,0.005477478003,3.875962882e-10,6.20337889e-10,0.2281781739,0.2047942561,0.5634946768,5.038564309e-10,0.003532880959,9.643900055e-10,4.133684219e-09,2.793783599e-09,1.218858766e-09,7.054155763e-10,9.345353592e-10,,,,,,,,,
2010-11-30,1A,sample_equal_weight/none/patient,9385202.673,179.1604759,6.824932702,6.824932702,0.3074821743,0.3074821743,8.071677054,7.999300822,1,0,,0.02252638852,0.9999999903,0.6893379229,0,optimal,0,CLARABEL,,False,9,0.3283317051,3.62818311,0.004978717162,0,0,False,1.810585807e-10,0.3283317051,0,False,1.731023594e-09,0.6893379229,0,True,0.3074821743,0.02252638852,0,0.00695371291,9.343960769e-09,1.439071896e-08,0.1166401099,0.2678821025,0.3283317051,1.267860803e-08,8.390324692e-09,2.975120894e-08,0.2871456121,7.319829356e-08,2.738650794e-07,2.082531108e-08,2.794255862e-08,,,,,,,,,
2010-12-30,1A,sample_equal_weight/none/patient,9394323.537,149.5153931,8.299390484,8.299390484,0.3739105926,0.3739105926,6.736083733,6.569562652,1,0,,0.02252638881,1.000000003,0.4250286068,0,optimal,0,CLARABEL,,False,9,0.406021177,3.053048855,0.005193367191,0,0,False,1.435885808e-10,0.406021177,0,False,1.003973315e-09,0.4250286068,0,True,0.3739105926,0.02252638881,0,0.004750923811,8.196008559e-09,6.894246177e-09,2.769327782e-08,0.3344698153,0.2223443547,1.486785886e-08,5.649425055e-09,3.355098084e-08,0.406021177,5.231654471e-08,4.099005344e-07,2.068607278e-08,0.03716407319,,,,,,,,,
2011-01-31,1A,sample_equal_weight/none/patient,9243358.362,148.49638,12.38731129,12.38731129,0.5580827792,0.5580827792,6.690174365,6.059504438,1,0,,0.02252638883,1.000000004,0.482744492,0,optimal,0,CLARABEL,,False,9,0.5718933547,2.301321491,0.004645859149,0,0,False,1.01135402e-10,0.5718933547,0,False,5.95175196e-10,0.482744492,0,True,0.5580827792,0.02252638883,0,0.003046744558,7.491012374e-09,3.805397352e-09,7.807246744e-09,0.3145720888,1.321669553e-07,2.59658633e-08,6.149375584e-09,8.224342022e-08,0.5718933547,0.08894104981,3.842717663e-08,2.556459123e-08,0.02459317713,,,,,,,,,
2011-02-28,1A,sample_equal_weight/none/patient,9515066.7,134.210539,8.430697075,8.430697075,0.3798263193,0.3798263193,6.046557548,5.209050115,1,0,,0.02252638875,1.000000001,0.5825297933,0,optimal,0,CLARABEL,,False,8,0.7305587578,1.774639404,0.003848446586,0,0,False,6.164725524e-11,0.7305587578,0,False,2.275686691e-10,0.5825297933,0,True,0.3798263193,0.02252638875,0,0.003290950278,0.001585407741,2.323936475e-09,2.275105029e-09,0.1452044409,0.0371372667,4.664669584e-09,1.580722683e-09,1.757252482e-08,0.7305587578,2.198046914e-08,1.179774196e-08,0.08551396812,9.659083969e-08,,,,,,,,,
2011-03-31,1A,sample_equal_weight/none/patient,9540381.624,161.0578488,11.98615656,11.98615656,0.5400096444,0.5400096444,7.256103421,6.051273035,1,0,,0.02252638877,1.000000002,0.4335677092,0,optimal,0,CLARABEL,,False,9,0.5974485792,2.302993887,0.004950541129,0,0,False,7.751605238e-11,0.5974485792,0,False,3.915350971e-10,0.4335677092,0,True,0.5400096444,0.02252638877,0,0.003653661641,0.09289789732,3.024356059e-09,2.070915609e-09,0.2565615647,0.0530917281,9.884708765e-09,5.17606307e-09,2.102323392e-08,0.5974485792,1.148166416e-07,4.305436335e-08,1.783443675e-08,1.374843271e-08,,,,,,,,,
2011-04-29,1A,sample_equal_weight/none/patient,9900519.255,157.0742269,9.974998291,9.974998291,0.4494013783,0.4494013783,7.076630193,6.077316215,1,0,,0.02252638871,0.999999999,0.2218481533,0,optimal,0,CLARABEL,,False,7,0.627661434,2.19712749,0.004331806767,0,0,False,1.721363265e-10,0.627661434,0,False,7.502378943e-10,0.2218481533,0,True,0.4494013783,0.02252638871,0,0.00326946797,0.04860428792,5.908283607e-09,7.997271378e-09,0.2314981525,0.02405553445,1.636271834e-08,1.561462645e-08,2.919346106e-08,0.627661434,1.186408621e-06,5.052331757e-08,4.213587726e-08,0.06817923703,,,,,,,,,
2011-05-31,1A,sample_equal_weight/none/patient,9838700.138,209.0078314,11.91612748,11.91612748,0.5368546399,0.5368546399,9.41638332,8.427044614,1,0,,0.02252638879,1.000000002,0.303516231,0,optimal,0,CLARABEL,,False,9,0.5623210323,2.153880263,0.005269166333,0,0,False,5.806875294e-11,0.5623210323,0,False,2.970229333e-10,0.303516231,0,True,0.5368546399,0.02252638879,0,0.004330851228,4.787533637e-08,3.534884278e-09,3.906317793e-09,0.3805369617,3.211563679e-08,4.725265166e-09,7.069772438e-09,9.168173881e-09,0.5623210323,1.214568774e-06,4.321621423e-08,1.187734376e-07,0.05714052109,,,,,,,,,
2011-06-30,1A,sample_equal_weight/none/patient,9702738.023,170.1324997,7.822357673,7.822357673,0.3524189396,0.3524189396,7.664941651,7.238581001,1,0,,0.02252638872,0.9999999991,0.5260912724,0,optimal,0,CLARABEL,,False,9,0.4338321797,3.144274115,0.004614562968,0,0,False,1.021036911e-10,0.4338321797,0,False,7.901813116e-10,0.5260912724,0,True,0.3524189396,0.02252638872,0,0.003285603617,1.464124331e-08,8.032992843e-09,8.800533132e-09,0.4338321797,0.170318983,9.534651162e-09,2.021524922e-08,2.35763423e-08,0.3039230358,6.153051378e-08,2.1969416e-08,1.133037144e-07,0.0919255199,,,,,,,,,
2011-07-29,1A,sample_equal_weight/none/patient,10114462.13,132.3063527,7.15750159,7.15750159,0.3224653264,0.3224653264,5.960768665,5.611629182,1,0,,0.02252638881,1.000000003,0.2082095029,0,optimal,0,CLARABEL,,False,9,0.3933957657,3.301381362,0.004280185137,0,0,False,9.138185703e-11,0.3933957657,0,False,6.04446648e-10,0.2082095029,0,True,0.3224653264,0.02252638881,0,0.004726457967,1.151808739e-08,9.07411225e-09,9.994755075e-09,0.3933957657,0.1247436951,1.434980122e-08,7.636426046e-09,6.55219122e-08,0.33172569,4.740788901e-08,1.058847975e-07,1.116621716e-07,0.1501344661,,,,,,,,,
2011-08-31,1A,sample_equal_weight/none/patient,10463105.49,149.363946,10.65622649,10.65622649,0.4800926008,0.4800926008,6.729260624,6.555842838,1,0,,0.02252638873,0.9999999998,0.4505005367,0,optimal,0,CLARABEL,,False,9,0.3493605918,3.662675617,0.005804637014,0,0,False,2.144673558e-11,0.3493605918,0,False,1.746916259e-10,0.4505005367,0,True,0.4800926008,0.02252638873,0,0.0110683141,6.032137519e-09,1.814970599e-09,2.528338519e-09,0.3493605918,0.1638167204,4.001045123e-09,2.919060426e-09,2.858748779e-08,0.2965036507,2.757851852e-08,0.1903189303,2.6279613e-08,7.016451624e-09,,,,,,,,,
2011-09-30,1A,sample_equal_weight/none/patient,9960167.879,135.994646,14.6838849,14.6838849,0.6615497991,0.6615497991,6.126936525,6.10447995,1,0,,0.02252638876,1.000000001,0.8074334364,0,optimal,0,CLARABEL,,False,8,0.3302050109,4.10916989,0.00830386637,0,0,False,3.408691618e-11,0.3302050109,0,False,3.562372132e-10,0.8074334364,0,True,0.6615497991,0.02252638876,0,0.005789136579,7.099626145e-09,2.417479115e-09,2.537429688e-09,0.2889063777,0.3302050109,1.365982583e-08,2.461300781e-09,0.1613261372,0.1288332284,7.087291718e-09,1.130617426e-08,0.0907291945,4.743351307e-09,,,,,,,,,
2011-10-31,1A,sample_equal_weight/none/patient,10127337.22,42.22317105,12.70739062,12.70739062,0.5725032417,0.5725032417,1.902271129,2.758750194,1,0,,0.02252638875,1,0.6269765334,0,optimal,0,CLARABEL,,False,8,0.5169881681,2.981863585,0.01077302414,0,0,False,1.277644003e-11,0.5169881681,0,False,8.851381687e-11,0.6269765334,0,True,0.5725032417,0.02252638875,0,0.006403975861,9.028861445e-10,7.327105602e-10,3.392047108e-10,0.1516808662,0.5169881681,2.556651444e-08,0.04062275247,0.1211562691,1.066226807e-08,3.215935423e-09,2.658786855e-09,0.1695518992,8.411021609e-10,,,,,,,,,
2011-11-30,1A,sample_equal_weight/none/patient,10178964.93,123.4231153,10.61343181,10.61343181,0.4781645817,0.4781645817,5.56055415,5.955652712,1,0,,0.02252638874,1,0.7785432567,0,optimal,0,CLARABEL,,False,7,0.2568445606,5.236276967,0.006361770295,0,0,False,5.923525584e-12,0.2568445606,0,False,6.88967519e-11,0.7785432567,0,True,0.4781645817,0.02252638874,0,0.008154355084,4.926331197e-10,3.330238175e-10,2.795776049e-10,0.221747362,0.2568445606,1.85145236e-09,0.107552428,6.863677654e-09,0.1829514566,0.06997004836,3.190796897e-09,0.1609341305,8.966664265e-10,,,,,,,,,
2011-12-30,1A,sample_equal_weight/none/patient,10194966.46,126.5213099,12.7486272,12.7486272,0.5743610642,0.5743610642,5.70013642,6.413952229,1,0,,0.02252638883,1.000000004,0.5835628319,0,optimal,0,CLARABEL,,False,9,0.439620062,3.197405463,0.007949343207,0,0,False,1.077284339e-10,0.439620062,0,False,8.411445077e-10,0.5835628319,0,True,0.5743610642,0.02252638883,0,0.005280755616,8.829789969e-09,4.748384314e-09,4.028982567e-09,0.1764084628,0.439620062,4.028899708e-08,0.1063965773,1.641744753e-07,7.730110092e-08,1.248391444e-08,7.62902692e-08,0.2775744981,1.152085593e-08,,,,,,,,,
2012-01-31,1A,sample_equal_weight/none/patient,10570315.09,116.3633859,11.15040203,11.15040203,0.5023565815,0.5023565815,5.242493733,5.724023944,1,0,,0.02252638822,0.9999999772,0.6508837111,0,optimal,0,CLARABEL,,False,9,0.408180301,3.388062185,0.009465502558,0,0,False,1.965669001e-10,0.408180301,0,False,1.191055263e-09,0.6508837111,0,True,0.5023565815,0.02252638822,0,0.003227806416,9.219294707e-09,6.732345751e-09,5.275198128e-09,3.749768132e-09,0.408180301,2.231628242e-08,0.1419370174,3.794524298e-08,0.2849394063,2.493788568e-08,4.089455112e-08,0.1649431063,1.788581037e-08,,,,,,,,,
2012-02-29,1A,sample_equal_weight/none/patient,10597335.54,196.6740421,9.828949464,9.828949464,0.442821473,0.442821473,8.860711852,9.497178335,1,0,,0.02252638873,0.9999999997,0.5541056286,0,optimal,0,CLARABEL,,False,8,0.4275764036,3.236919389,0.006197196511,0,0,False,2.68360512e-11,0.4275764036,0,False,1.947009579e-10,0.5541056286,0,True,0.442821473,0.02252638873,0,0.002732909617,2.062872707e-09,1.215995986e-09,1.387425725e-09,0.1115061471,0.4275764036,2.782073528e-09,0.1264243674,5.282841537e-09,0.02275674404,6.374839555e-09,1.308665473e-08,0.3117363011,4.617355092e-09,,,,,,,,,
2012-03-30,1A,sample_equal_weight/none/patient,10467980.93,232.5631816,8.839635647,8.839635647,0.3982501377,0.3982501377,10.47761727,10.53747571,1,0,,0.02252638874,1,0.7499629211,0,optimal,0,CLARABEL,,False,6,0.3326868521,4.896804421,0.003801127885,0,0,False,2.265525526e-11,0.3326868521,0,False,2.327742552e-10,0.7499629211,0,True,0.3982501377,0.02252638874,0,0.004748519072,1.616512267e-08,1.410591175e-09,1.5927917e-09,0.06346190762,0.09509146712,3.073809012e-09,0.1618722078,5.779835918e-09,0.06158993643,0.0727518076,0.2125457911,0.3326868521,2.167018615e-09,,,,,,,,,
2012-04-30,1A,sample_equal_weight/none/patient,10580104.44,169.8910494,7.68239644,7.68239644,0.3461132973,0.3461132973,7.654063644,7.954837453,1,0,,0.02252638874,1,0.2663807018,0,optimal,0,CLARABEL,,False,7,0.3970536512,3.707010813,0.00450870978,0,0,False,3.728277319e-11,0.3970536512,0,False,2.410197341e-10,0.2663807018,0,True,0.3461132973,0.02252638874,0,0.003812028081,3.955725576e-09,1.519204896e-09,1.25245255e-09,0.009989740519,0.09960723019,5.877441047e-09,0.144498565,1.098861058e-08,1.6332222e-08,0.07353469053,0.2753160796,0.3970536512,3.056176599e-09,,,,,,,,,
2012-05-31,1A,sample_equal_weight/none/patient,10677284.21,154.5058178,5.378503588,5.378503588,0.2423165253,0.2423165253,6.960916227,7.189752856,1,0,,0.02252638871,0.9999999988,0.6049660207,0,optimal,0,CLARABEL,,False,9,0.4146444487,3.054491871,0.004637540106,0,0,False,1.112750148e-10,0.4146444487,0,False,9.616820866e-10,0.6049660207,0,True,0.2423165253,0.02252638871,0,0.003554573807,1.015294375e-08,5.019938966e-09,4.345139869e-09,6.034462415e-08,0.3608548407,1.231722604e-08,0.1077649493,2.275592821e-08,5.408173044e-08,8.776814438e-08,0.1167354967,0.4146444487,7.737826222e-09,,,,,,,,,
2012-06-29,1A,sample_equal_weight/none/patient,10799019,73.20927295,6.949703157,6.949703157,0.3131034299,0.3131034299,3.298281083,4.43743806,1,0,,0.02252638872,0.9999999991,0.571564856,0,optimal,0,CLARABEL,,False,10,0.6402420137,2.020280801,0.009019148956,0,0,False,3.733471116e-11,0.6402420137,0,False,1.959259646e-10,0.571564856,0,True,0.3131034299,0.02252638872,0,0.004824608389,9.1825878e-10,8.483871703e-10,7.910762007e-10,1.42138505e-09,0.6402420137,2.861955439e-09,0.0789879708,4.604799038e-09,9.476169739e-09,1.511995749e-08,3.228943589e-08,0.2807699446,2.546449733e-09,,,,,,,,,
2012-07-31,1A,sample_equal_weight/none/patient,11018289.21,128.2453347,8.216482532,8.216482532,0.3701753591,0.3701753591,5.777808526,6.580441841,1,0,,0.02252638874,1,1.042330569,0,optimal,0,CLARABEL,,False,9,0.3538934454,3.588562937,0.008317542603,0,0,False,2.198339273e-12,0.3538934454,0,False,3.167671956e-11,1.042330569,0,True,0.3701753591,0.02252638874,0,0.003656541381,9.095793819e-11,1.143846061e-10,8.501363717e-11,1.389894604e-10,0.1178411225,2.629931053e-10,0.2655106606,4.244065149e-10,0.2627547679,1.326779238e-09,8.147085238e-10,0.3538934454,2.993553828e-10,,,,,,,,,
2012-08-31,1A,sample_equal_weight/none/patient,11057777.74,136.2258341,8.275495274,8.275495274,0.3728340471,0.3728340471,6.137352189,6.491964747,1,0,,0.02252638874,1,0.3475186419,0,optimal,0,CLARABEL,,False,9,0.354161569,3.538643227,0.009726914348,0,0,False,1.010598585e-11,0.354161569,0,False,7.612484522e-11,0.3475186419,0,True,0.3728340471,0.02252638874,0,0.003228599385,8.006006936e-10,5.310933033e-10,4.317358169e-10,6.057043978e-10,3.155485159e-09,9.901231113e-10,0.3102568491,1.365161063e-09,0.2157332547,0.1198483159,2.732678834e-09,0.354161569,7.704566119e-10,,,,,,,,,
