date,configuration,nav_pre,gamma_risk,information_ratio,information_ratio_diagonal,information_ratio_without_identity,lowest_volatility_asset,lowest_volatility,alpha_dispersion,cos_theta,psi_unit,psi_mis,forecast_volatility,turnover,trading_cost,status,attempt,rung,relaxed,fell_back,at_lower_bound,largest_weight,effective_assets,family4_has_short,family4_l1_distance,term_alpha,term_risk,term_misalignment,term_trading_cost,adv_participation_binding,adv_participation_multiplier,adv_participation_value,position_box_binding,position_box_multiplier,position_box_value,turnover_binding,turnover_multiplier,turnover_value,w_commodity,w_dev_ex_us_equity,w_em_equity,w_gold,w_govt_10y,w_govt_2y,w_govt_30y,w_govt_5y,w_hy_credit,w_ig_credit,w_tips_10y,w_us_large_equity,w_us_small_equity
2011-09-30,rstr/A_low/spread_low,459067.9219,120.2536478,5.417760835,2.157781727,5.387285133,govt_2y,0.00337103791,0.01060092538,0.9143202353,0.06960020219,290.4602714,0.00860501189,0.3088486852,0.0002261482512,optimal,CLARABEL,0,,False,7,0.4214517989,3.243766163,True,1.670702799,-0.002415230374,0.00890432922,0.003760342317,0.0002261482512,False,2.530657756e-11,0.002154816555,False,7.27483789e-11,0.4214517989,False,2.55741897e-11,0.3088486852,1.663857415e-09,1.277203902e-09,9.324805548e-10,0.04493964926,0.04565830773,0.4214517989,5.52924101e-09,0.3299994447,0.1298865765,5.075324995e-09,3.794989474e-09,0.02806420181,2.736020651e-09
2011-10-31,rstr/A_low/spread_low,463895.7272,37.14951395,1.673688785,1.02376807,2.407460269,govt_2y,0.003265293124,0.0179953118,0.9830770315,0.02959123221,209.4521468,0.00903960718,0.4186716135,0.0001921566765,optimal,CLARABEL,0,,False,6,0.5594098653,2.669083848,True,1.371371258,0.002988641144,0.003035653882,0.0001359476578,0.0001921566765,False,1.643695962e-12,0.00319217093,False,6.460756481e-12,0.5594098653,False,1.80167792e-12,0.4186716135,2.886418491e-10,2.968185733e-10,1.167949911e-10,0.04183668306,0.04423055656,0.5594098653,0.04093500971,0.2288191962,0.02846350165,1.736187913e-09,9.530592044e-10,0.05630518373,4.098946528e-10
2011-11-30,rstr/A_low/spread_low,464228.4282,103.1661543,4.647921793,1.974314406,4.969614205,govt_2y,0.003095996698,0.009426370262,0.8875376445,0.08184966794,333.7965035,0.007974011783,0.2955422019,3.138949391e-05,optimal,CLARABEL,0,,False,6,0.4948307501,3.097742959,True,1.520773759,-0.002444730893,0.006559805883,0.003457676015,3.138949391e-05,False,6.652888612e-12,0.0005526459403,False,2.685970342e-11,0.4948307501,False,8.087742881e-12,0.2955422019,4.295925971e-10,3.352325346e-10,2.298555296e-10,0.0332469858,9.67849249e-09,0.4948307501,0.01429684641,0.22829976,0.02664961957,0.1418267697,3.039222106e-09,0.06084925412,6.297096874e-10
2011-12-30,rstr/A_low/spread_low,466991.0201,102.9264891,4.637124209,2.001050717,5.21269611,govt_2y,0.002941484034,0.01173679705,0.9207430284,0.07767795994,284.9367914,0.007399741591,0.2917740834,2.269768331e-05,optimal,CLARABEL,0,,False,7,0.5456672748,2.603313655,True,1.42052772,-0.002187144357,0.005635860912,0.003262602033,2.269768331e-05,False,1.978129515e-11,0.001446458484,False,8.919259319e-11,0.5456672748,False,2.452377291e-11,0.2917740834,1.573458187e-09,1.132484575e-09,7.933084833e-10,0.02961312903,6.560588228e-08,0.5456672748,0.03282103048,0.279200845,0.04875267434,3.477619745e-09,3.060216572e-08,0.0639449408,2.306544511e-09
2012-01-31,rstr/A_low/spread_low,471578.7413,96.27829399,4.337604555,1.875813806,4.730614002,govt_2y,0.002753656891,0.01262350441,0.976064981,0.04994175304,509.7128246,0.008645864767,0.393494991,0.000128787339,optimal,CLARABEL,0,,False,5,0.3812874083,3.887722372,True,1.70968874,3.336759902e-05,0.007196896595,0.003186557167,0.000128787339,False,3.957413347e-12,0.000763464685,False,1.430236928e-11,0.3812874083,False,5.523047823e-12,0.393494991,4.817505559e-10,2.220971633e-10,1.532467962e-10,2.402842762e-09,0.06416493334,0.3812874083,0.02790061037,0.2999767583,0.09072947954,0.04401540826,0.01015799813,0.08176740024,3.134799138e-10
2012-02-29,rstr/A_low/spread_low,472316.1805,157.5533043,7.09821396,3.310945495,7.594848961,govt_2y,0.002567030845,0.008966637307,0.8824961901,0.08020245102,346.8957889,0.00853252494,0.2905735563,0.000115022348,optimal,CLARABEL,0,,False,4,0.3207887252,4.879830671,True,1.844545063,-0.002904178375,0.01147050791,0.006432506925,0.000115022348,False,1.396123379e-11,0.001067467748,False,4.815594295e-11,0.3207887252,False,1.970312886e-11,0.2905735563,1.226235309e-09,5.804229922e-10,5.12063295e-10,6.538787064e-06,0.08766090083,0.3207887252,0.003772651113,0.2551377882,0.1159176954,0.07140732321,0.08079666951,0.06451170428,1.103403978e-09
2012-03-30,rstr/A_low/spread_low,469479.4013,179.8816615,8.104168467,3.750566528,8.143411749,govt_2y,0.002581262378,0.005697992853,0.7853282729,0.04266288803,263.7364558,0.00754509901,0.342435692,2.641455163e-05,optimal,CLARABEL,0,,False,6,0.4108159149,4.041354065,True,1.659130684,-0.004923805173,0.0102403966,0.005788139925,2.641455163e-05,False,3.449545644e-12,0.001183586351,False,1.386997094e-11,0.4108159149,False,4.936093313e-12,0.342435692,4.668468653e-10,1.638818697e-10,1.249423871e-10,4.455549256e-10,0.01654429769,0.4108159149,6.5926696e-10,0.2072447232,0.06486796088,0.1141784446,0.1136747334,0.07267392319,2.21484493e-10
2012-04-30,rstr/A_low/spread_low,472397.8091,133.8298875,6.029408142,2.80946451,6.248131065,govt_2y,0.002458893174,0.004995179286,0.7484276846,0.04770469398,334.3528885,0.007378539006,0.5423258419,6.39137807e-05,optimal,CLARABEL,0,,False,7,0.510145953,2.904537834,True,1.474875795,-0.002737124116,0.007286078868,0.003245903959,6.39137807e-05,False,1.138356488e-11,0.00507079332,False,5.225811281e-11,0.510145953,False,1.758637611e-11,0.5423258419,1.038106521e-09,5.635770286e-10,3.844170876e-10,1.705774563e-09,0.01294405502,0.510145953,2.272343276e-08,2.55975061e-07,0.005763051388,0.2345014014,0.1389114925,0.09773376347,8.545398345e-10
2012-05-31,rstr/A_low/spread_low,472011.2105,127.0563543,5.724241658,2.55690606,5.903207239,govt_2y,0.002364545996,0.004345942284,0.7393071524,0.03106356006,279.019507,0.006740671974,0.2633231833,2.494939964e-05,optimal,CLARABEL,0,,False,7,0.5508874744,2.824754805,True,1.405966061,-0.002168355193,0.005773016203,0.00232045639,2.494939964e-05,False,7.062620694e-12,0.0003785768948,False,4.067916421e-11,0.5508874744,False,1.069822859e-11,0.2633231833,9.015026418e-10,4.881045572e-10,3.168334647e-10,1.078690959e-09,0.06674632236,0.5508874744,2.254028365e-09,6.02954204e-08,0.02022247863,0.1047786349,0.1567454557,0.1006195681,5.867267419e-10
2012-06-29,rstr/A_low/spread_low,473742.4633,67.85120597,3.056885284,1.392688852,3.964315716,govt_2y,0.002208346785,0.01112455711,0.9796821131,0.01752858883,270.8720188,0.006948260788,0.07299778639,2.207302901e-05,optimal,CLARABEL,0,,False,7,0.5332222116,2.949997722,True,1.398627396,0.001524378439,0.003275742776,0.0002994553917,2.207302901e-05,False,3.053273779e-12,0.0001038763649,False,1.686200272e-11,0.5332222116,False,4.096489071e-12,0.07299778639,4.118625355e-10,3.328748572e-10,2.403849581e-10,4.996752827e-10,0.08696104709,0.5332222116,0.01043380677,1.217768761e-08,1.741284732e-07,0.1104635997,0.154604439,0.1043147075,5.480685285e-10
